cycle,contestant,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13
8,Renee,7,4,6,1,6,5,4,2,3,1,3,0,0
8,Jael,12,8,2,6,7,1,6,6,0,0,0,0,0
8,Jaslene,1,1,9,5,4,6,5,3,1,2,1,1,0
8,Felicia,3,2,5,10,0,0,0,0,0,0,0,0,0
8,Diana,4,3,10,7,9,0,0,0,0,0,0,0,0
8,Samantha,5,12,0,0,0,0,0,0,0,0,0,0,0
8,Brittany,2,5,1,3,3,4,3,5,5,0,0,0,0
8,Dionne,9,7,4,9,2,3,1,4,4,4,0,0,0
8,Kathleen,13,0,0,0,0,0,0,0,0,0,0,0,0
8,Whitney,10,9,7,4,8,7,7,0,0,0,0,0,0
8,Sarah,8,10,3,8,5,8,0,0,0,0,0,0,0
8,Cassandra,6,6,11,0,0,0,0,0,0,0,0,0,0
8,Natasha,11,11,8,2,1,2,2,1,2,3,2,2,0
