cycle,contestant,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13
19,Darian,10,11,0,0,0,0,0,0,0,0,0,0,0
19,Destiny,12,8,10,0,0,0,0,0,0,0,0,0,0
19,Jessie,13,0,0,0,0,0,0,0,0,0,0,0,0
19,Allyssa,8,3,4,7,3,7,0,0,0,0,0,0,0
19,Brittany,3,2,3,8,2,2,6,0,0,0,0,0,0
19,Kiara,6,9,5,4,5,5,3,5,2,1,2,0,0
19,Laura,4,5,1,2,1,6,1,2,4,3,1,0,0
19,Leila,1,4,2,9,0,0,0,3,1,2,3,0,0
19,Kristin,5,7,8,3,4,3,2,4,5,0,0,0,0
19,Yvonne,7,10,9,6,8,0,0,0,0,0,0,0,0
19,Nastasia,2,6,6,1,6,1,4,1,3,4,0,0,0
19,Victoria,9,1,7,5,7,4,5,6,0,0,0,0,0
19,Maria,11,12,0,0,0,0,0,0,0,0,0,0,0
