cycle,contestant,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13
11,Isis,2,12,9,10,0,0,0,0,0,0,0,0,0
11,Clark,10,9,8,1,9,0,0,0,0,0,0,0,0
11,Hannah,12,8,10,11,0,0,0,0,0,0,0,0,0
11,Samantha,6,6,3,9,1,4,3,4,1,3,2,2,0
11,Nikeysha,13,13,0,0,0,0,0,0,0,0,0,0,0
11,McKey,3,5,4,5,3,3,5,1,2,2,1,1,0
11,Brittany,7,10,12,0,0,0,0,0,0,0,0,0,0
11,Elina,5,2,1,8,4,5,6,5,5,0,0,0,0
11,Analeigh,9,11,11,2,2,2,1,2,3,1,3,0,0
11,Marjorie,1,4,7,6,5,1,4,3,4,4,0,0,0
11,Sheena,8,7,5,4,7,7,2,6,0,0,0,0,0
11,Lauren Brie,11,1,2,3,6,8,0,0,0,0,0,0,0
11,Sharaun,14,0,0,0,0,0,0,0,0,0,0,0,0
11,Joslyn,4,3,6,7,8,6,7,0,0,0,0,0,0
