cycle,contestant,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13
17,Bianca,8,2,2,8,8,3,0,0,0,0,0,0,0
17,Angelea,5,5,11,1,9,4,8,6,3,4,2,3,0
17,Alexandria,13,3,7,9,5,9,4,7,0,0,0,0,0
17,Isis,1,9,12,0,0,0,0,0,0,0,0,0,0
17,Dominique,10,6,10,2,3,1,6,3,1,5,0,0,0
17,Kayla,12,12,5,5,6,6,0,0,0,0,0,0,0
17,Brittany,14,0,0,0,0,0,0,0,0,0,0,0,0
17,Camille,3,11,6,11,0,0,0,0,0,0,0,0,0
17,Laura,6,4,9,4,1,8,3,4,5,1,4,0,0
17,Allison,2,8,1,3,4,5,5,1,2,2,3,2,0
17,Sheena,11,13,0,0,0,0,0,0,0,0,0,0,0
17,Lisa,4,1,8,10,9,2,8,2,4,3,1,1,0
17,Bre,7,10,4,7,7,10,0,0,0,0,0,0,0
17,Shannon,9,7,3,6,2,7,7,5,6,0,0,0,0
